,price,address,postcode,number_bedrooms
124,250000.0,"Queens House, Kymberley Road, Harrow, HA1",HA1,0.0
126,325000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,1.0
127,485000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,2.0
128,495000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,2.0
129,505000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,2.0
130,550000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,2.0
131,550000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,2.0
132,565000.0,"Bovis House, South Harrow, Harrow, HA2",HA2,2.0
133,1200000.0,"Cedar Drive, Pinner, HA5",HA5,4.0
136,340000.0,"Audley Court, Pinner, Middlesex, HA5",HA5,2.0
139,320000.0,"Stratton Close, Edgware, HA8",HA8,1.0
140,350000.0,"Roxborough Road, Harrow, Middlesex, HA1",HA1,2.0
142,289950.0,"Burnt Oak, Edgware, HA8",HA8,1.0
146,475000.0,"Headstone Lane, Harrow, Middlesex, HA3",HA3,3.0
147,210000.0,"Marsh Road, Pinner, Middlesex, HA5",HA5,1.0
148,237500.0,"Imperial Drive, Harrow, HA2",HA2,0.0
150,325000.0,"314 Station Road, Harrow, HA1",HA1,1.0
152,237000.0,"Kenton Park Road, Harrow, Middlesex, HA3",HA3,1.0
157,267500.0,"Queens House, Kymberley Road, Harrow, Middlesex, HA1",HA1,1.0
158,750000.0,"Rodney Close, Pinner, Middlesex, HA5",HA5,3.0
159,267500.0,"Queens House, Kymberley Road, Harrow, HA1",HA1,1.0
160,450000.0,"Stanmore,Middlesex,HA7",HA7,2.0
161,750000.0,"Jersey Avenue, Stanmore, Middlesex, HA7",HA7,5.0
162,699950.0,"Kingshill Drive, Harrow, HA3",HA3,5.0
164,290000.0,"Cowen Avenue, Harrow, HA2 0LU",HA2,2.0
165,420000.0,"Pinner Court, Pinner, Middlesex HA5",HA5,2.0
166,475000.0,"Drake Road, Harrow, Middlesex, HA2",HA2,3.0
167,650000.0,"Kenton Lane, Harrow, Middlesex, HA3",HA3,4.0
168,450000.0,"Manor Road, Harrow, Middlesex, HA1",HA1,3.0
169,585000.0,"Warren Fields, Valencia Road, Stanmore, Middlesex, HA7",HA7,2.0
170,675000.0,"Jersey Avenue, Stanmore, HA7",HA7,3.0
174,1395000.0,"Potter Street Hill, Pinner Hill, Pinner, Middlesex HA5",HA5,4.0
176,625000.0,"Nelson Road,Stanmore,HA7",HA7,3.0
180,559950.0,"Artisan Place, Harrow Weald, HA3 5DS",HA3,3.0
185,450000.0,"Blenheim Road, West Harrow, Harrow, HA2",HA2,2.0
186,535000.0,"Barchester Road, Harrow, HA3",HA3,3.0
187,475000.0,"Cecil Park, Pinner, HA5",HA5,2.0
188,1250000.0,"Briants Close, Pinner, HA5",HA5,6.0
191,450000.0," Crown Street,  Harrow on the Hill, HA2",HA2,1.0
192,780000.0,"Gordon Avenue, Stanmore, Greater London, HA7",HA7,4.0
193,475000.0,"Thomson Road, Harrow, Greater London, HA3, UK",HA3,3.0
194,715000.0,"Stanmore, Middlesex, HA7",HA7,3.0
197,580000.0,"Rayners Lane, Harrow, HA2",HA2,4.0
198,599950.0,"Oak Lodge Close, Stanmore, Middlesex, HA7",HA7,2.0
199,550000.0,"Mountbel Road,Stanmore,HA7",HA7,4.0
201,425000.0,"Overbrook Walk, Edgware, HA8",HA8,3.0
203,400000.0,"Skillen Lodge, Pinner, HA5",HA5,2.0
204,549000.0,"Ferring Close, South Harrow, HA2",HA2,3.0
205,400000.0,"Coniston Court, Stonegrove, Edgware, HA8",HA8,2.0
208,500000.0,"Hutton Lane, Harrow Weald, Harrow, HA3",HA3,3.0
210,550000.0,"Carmelite Road, Harrow, Middlesex, HA3",HA3,3.0
217,286000.0,"Alexandra Avenue, Harrow, HA2",HA2,2.0
219,550000.0,"Ferring Close, Harrow, HA2",HA2,3.0
220,550000.0,"Porlock Avenue, Harrow, HA2",HA2,3.0
221,550000.0,"Wykeham Road, Harrow, Middlesex, HA3",HA3,3.0
222,375000.0,"40 Greenhill Road, Harrow, HA1",HA1,2.0
223,450000.0,"Phoenix House, 68 Greenhill Way, Harrow, Greater London, HA1",HA1,2.0
224,950000.0,"Whitchurch Gardens, Edgware, HA8",HA8,5.0
226,550000.0,"Ferring Close, Harrow, HA2",HA2,3.0
229,565000.0,"Woodlands Drive, Stanmore, Middlesex, HA7",HA7,4.0
231,500000.0,"Constable Gardens, Edgware, HA8",HA8,3.0
232,800000.0,"College Road, Harrow Weald, Harrow, HA3",HA3,5.0
233,330000.0,"James Bedford Close, Pinner, Middlesex, HA5",HA5,3.0
234,1000000.0,"Eastcote Road, Pinner, Middlesex HA5",HA5,4.0
236,1250000.0,"Brookshill, Harrow, Middlesex, HA3",HA3,5.0
237,780000.0,"Village Way, Pinner, Middlesex HA5",HA5,4.0
239,350000.0,"Edgware,Middlesex,HA8",HA8,2.0
240,639950.0,"Uppingham Avenue, Stanmore, Middlesex, HA7",HA7,3.0
241,525000.0,"Merlins Avenue, Harrow, Middlesex, HA2",HA2,4.0
243,325000.0,"205 Headstone Drive, Harrow, HA1",HA1,2.0
244,550000.0,"Pinner Road, Pinner, HA5",HA5,2.0
245,375000.0,"552 Uxbridge Road, Pinner, HA5",HA5,2.0
246,299000.0,"Kenton Lane, Harrow HA3",HA3,2.0
247,950000.0,"Clamp Hill, Stanmore, Middlesex, HA7",HA7,4.0
249,449950.0," Roxeth Hill,  Harrow on the Hill, HA2",HA2,2.0
250,775000.0,"Grasmere Gardens, Harrow, Middlesex, HA3, UK",HA3,5.0
251,325000.0,"314 Station Road, Harrow, HA1",HA1,1.0
252,280000.0,"Jupiter House, 14 Apple Grove, Harrow, Middlesex, HA2",HA2,1.0
253,825000.0,"Westbury Lodge Close, Pinner, Middlesex HA5",HA5,3.0
255,365000.0,"Redwood House, 29 Peterborough Road, Harrow, HA1",HA1,2.0
256,245000.0,"Peterborough Road, Harrow on the Hill, Harrow, HA1",HA1,0.0
257,775000.0,"Bromefield, Stanmore, Middlesex, HA7",HA7,3.0
258,350000.0,"Sudbury Hill, Harrow on the Hill, Harrow, HA1",HA1,2.0
259,565000.0,"Kingshill Drive, HA3",HA3,3.0
260,360000.0,"Rushout Avenue, Harrow, Middlesex, HA3 0AH",HA3,1.0
